skill_id	prereq_id	source	type
metacademy.maximum_likelihood	metacademy.bayesian_networks	alcpl	prerequisite
lightcast.KS124X068YJ0G5QD5LSZ	alcpl.data_mining.Type_I_and_type_II_errors	alcpl	prerequisite
mooccubex.math.算术平均	alcpl.data_mining.Data_mining	alcpl	prerequisite
lightcast.KSEORFQZS47N2SVTRSI6	metacademy.pca_proof	alcpl	prerequisite
mooccubex.psy.样本	metacademy.precision_recall	alcpl	prerequisite
lightcast.KS122105W5GD519MZVDQ	alcpl.data_mining.OPTICS_algorithm	alcpl	prerequisite
lightcast.KS127LW76MZXFHNR843M	metacademy.random_forests	alcpl	prerequisite
metacademy.maximum_likelihood	lightcast.KS120Y46KRD66D2SZNC6	alcpl	prerequisite
alcpl.data_mining.Correlation_and_dependence	lightcast.KSYCVNF7JZ2WR6LZUF9O	alcpl	prerequisite
lightcast.KS122105W5GD519MZVDQ	alcpl.data_mining.K-medoids	alcpl	prerequisite
csp.AFDA.6.a	lightcast.KS120PY72N214QHMLQPR	alcpl	prerequisite
csp.AFDA.6.a	metacademy.decision_trees	alcpl	prerequisite
lightcast.KS1228M5YLL3CMH7F73K	lightcast.KS441KG6TB7QSK6Q7FVH	alcpl	prerequisite
lightcast.KS127LW76MZXFHNR843M	lightcast.KS1285Z663564K2GB93Y	alcpl	prerequisite
lightcast.KSEORFQZS47N2SVTRSI6	alcpl.data_mining.Biclustering	alcpl	prerequisite
lightcast.KSEORFQZS47N2SVTRSI6	lightcast.KS120HN74DS7P7PZF5YG	alcpl	prerequisite
mooccubex.math.零假设	alcpl.data_mining.F1_score	alcpl	prerequisite
lightcast.KS1249566FV5RQSV6XKD	alcpl.data_mining.Fitness_function	alcpl	prerequisite
alcpl.data_mining.Correlation_and_dependence	lightcast.KS440TX60M30B0XS9R7N	alcpl	prerequisite
alcpl.data_mining.False_positives_and_false_negatives	alcpl.data_mining.Positive_and_negative_predictive_values	alcpl	prerequisite
alcpl.data_mining.Statistical_population	alcpl.data_mining.Type_I_and_type_II_errors	alcpl	prerequisite
mooccubex.math.算术平均	alcpl.data_mining.Single-linkage_clustering	alcpl	prerequisite
opensalt.S.DA	lightcast.KS124PV771999TSBBMM0	alcpl	prerequisite
lightcast.KSEORFQZS47N2SVTRSI6	alcpl.data_mining.Type_I_and_type_II_errors	alcpl	prerequisite
lightcast.KS122105W5GD519MZVDQ	alcpl.data_mining.Data_mining	alcpl	prerequisite
lightcast.KSORG41MPDZUG1W4O6M6	metacademy.ada_boost	alcpl	prerequisite
lightcast.KS122105W5GD519MZVDQ	alcpl.data_mining.Clustering_high-dimensional_data	alcpl	prerequisite
alcpl.data_mining.Correlation_and_dependence	alcpl.data_mining.DBSCAN	alcpl	prerequisite
lightcast.KS122105W5GD519MZVDQ	lightcast.KS126MC74DDPFPRS09SS	alcpl	prerequisite
lightcast.KSEORFQZS47N2SVTRSI6	lightcast.KS122105W5GD519MZVDQ	alcpl	prerequisite
lightcast.KS127LW76MZXFHNR843M	alcpl.data_mining.F1_score	alcpl	prerequisite
lightcast.KS1261Z68KSKR1X31KS3	lightcast.KSORG41MPDZUG1W4O6M6	alcpl	prerequisite
lightcast.KS120PY72N214QHMLQPR	alcpl.data_mining.Apriori_algorithm	alcpl	prerequisite
lightcast.KS1261Z68KSKR1X31KS3	metacademy.ada_boost	alcpl	prerequisite
lightcast.KS127LW76MZXFHNR843M	lightcast.KS4413Q6MBGFCJV0LXC5	alcpl	prerequisite
lightcast.KSEORFQZS47N2SVTRSI6	alcpl.data_mining.Single-linkage_clustering	alcpl	prerequisite
opensalt.S.DA	lightcast.KS122105W5GD519MZVDQ	alcpl	prerequisite
alcpl.data_mining.Correlation_and_dependence	alcpl.data_mining.Single-linkage_clustering	alcpl	prerequisite
lightcast.KSEORFQZS47N2SVTRSI6	alcpl.data_mining.Level_of_measurement	alcpl	prerequisite
mooccubex.math.算术平均	lightcast.KS127XB6MB3S8700W38S	alcpl	prerequisite
mooccubex.math.贝叶斯公式	metacademy.bayesian_networks	alcpl	prerequisite
opensalt.S.DA	alcpl.data_mining.OPTICS_algorithm	alcpl	prerequisite
lightcast.KS122105W5GD519MZVDQ	alcpl.data_mining.Single-linkage_clustering	alcpl	prerequisite
alcpl.data_mining.Statistical_population	mooccubex.psy.样本	alcpl	prerequisite
lightcast.KSEORFQZS47N2SVTRSI6	lightcast.KS1228M5YLL3CMH7F73K	alcpl	prerequisite
mooccubex.math.算术平均	lightcast.KS124PV771999TSBBMM0	alcpl	prerequisite
lightcast.KS127LW76MZXFHNR843M	metacademy.decision_trees	alcpl	prerequisite
csp.AFDA.6.a	alcpl.data_mining.Data_mining	alcpl	prerequisite
mooccubex.math.零假设	alcpl.data_mining.Type_I_and_type_II_errors	alcpl	prerequisite
alcpl.data_mining.Statistical_population	lightcast.KS1228M5YLL3CMH7F73K	alcpl	prerequisite
csp.AFDA.6.a	alcpl.data_mining.Posterior_probability	alcpl	prerequisite
lightcast.KSEORFQZS47N2SVTRSI6	alcpl.data_mining.Data_mining	alcpl	prerequisite
csp.AFDA.6.a	lightcast.KS126MC74DDPFPRS09SS	alcpl	prerequisite
lightcast.KS1228M5YLL3CMH7F73K	metacademy.precision_recall	alcpl	prerequisite
lightcast.KSEORFQZS47N2SVTRSI6	lightcast.KS126MC74DDPFPRS09SS	alcpl	prerequisite
csp.AFDA.6.a	lightcast.KS1285Z663564K2GB93Y	alcpl	prerequisite
lightcast.KS124X068YJ0G5QD5LSZ	alcpl.data_mining.Data_mining	alcpl	prerequisite
lightcast.KS126SS5YDNKPGB51LY1	alcpl.data_mining.Stepwise_regression	alcpl	prerequisite
alcpl.data_mining.Hyperplane	lightcast.KS4413Q6MBGFCJV0LXC5	alcpl	prerequisite
lightcast.KS122VC6YW4GX4M0LBGT	alcpl.data_mining.Interquartile_range	alcpl	prerequisite
lightcast.KSEORFQZS47N2SVTRSI6	lightcast.KSYCVNF7JZ2WR6LZUF9O	alcpl	prerequisite
lightcast.KS124X068YJ0G5QD5LSZ	metacademy.precision_recall	alcpl	prerequisite
lightcast.KS124X068YJ0G5QD5LSZ	lightcast.KS441KG6TB7QSK6Q7FVH	alcpl	prerequisite
alcpl.data_mining.Maxima_and_minima	metacademy.gradient_descent	alcpl	prerequisite
csp.AFDA.6.a	lightcast.KS120Y46KRD66D2SZNC6	alcpl	prerequisite
alcpl.data_mining.Statistical_population	lightcast.KS4400P73W7HVMVZ7HCB	alcpl	prerequisite
lightcast.KS126SS5YDNKPGB51LY1	alcpl.data_mining.Data_mining	alcpl	prerequisite
opensalt.S.DA	lightcast.KSYCVNF7JZ2WR6LZUF9O	alcpl	prerequisite
lightcast.KSEORFQZS47N2SVTRSI6	lightcast.KS120Y46KRD66D2SZNC6	alcpl	prerequisite
mooccubex.math.似然函数	lightcast.KS120Y46KRD66D2SZNC6	alcpl	prerequisite
alcpl.data_mining.Bootstrap_aggregating	metacademy.random_forests	alcpl	prerequisite
mooccubex.math.算术平均	lightcast.KSYCVNF7JZ2WR6LZUF9O	alcpl	prerequisite
mooccubex.psy.样本	alcpl.data_mining.Type_I_and_type_II_errors	alcpl	prerequisite
lightcast.KS122105W5GD519MZVDQ	lightcast.KS440TX60M30B0XS9R7N	alcpl	prerequisite
mooccubex.math.算术平均	lightcast.KS120Y46KRD66D2SZNC6	alcpl	prerequisite
mooccubex.math.算术平均	alcpl.data_mining.Central_tendency	alcpl	prerequisite
assistments.14	alcpl.data_mining.Level_of_measurement	alcpl	prerequisite
alcpl.data_mining.Ensemble_learning	lightcast.KSORG41MPDZUG1W4O6M6	alcpl	prerequisite
mooccubex.math.算术平均	lightcast.KS120HN74DS7P7PZF5YG	alcpl	prerequisite
mooccubex.math.算术平均	alcpl.data_mining.Level_of_measurement	alcpl	prerequisite
lightcast.KS1254K62MTNV5G4P1J0	alcpl.data_mining.F1_score	alcpl	prerequisite
lightcast.KSEORFQZS47N2SVTRSI6	alcpl.data_mining.K-medoids	alcpl	prerequisite
mooccubex.math.零假设	metacademy.precision_recall	alcpl	prerequisite
alcpl.data_mining.Statistical_population	lightcast.KS124X068YJ0G5QD5LSZ	alcpl	prerequisite
mooccubex.math.零假设	lightcast.KS124X068YJ0G5QD5LSZ	alcpl	prerequisite
mooccubex.math.算术平均	lightcast.KS126SS5YDNKPGB51LY1	alcpl	prerequisite
alcpl.data_mining.Hyperplane	alcpl.data_mining.Linear_separability	alcpl	prerequisite
mooccubex.math.算术平均	lightcast.KS122105W5GD519MZVDQ	alcpl	prerequisite
lightcast.KSEORFQZS47N2SVTRSI6	lightcast.KS441KG6TB7QSK6Q7FVH	alcpl	prerequisite
mooccubex.math.似然函数	lightcast.KS127XB6MB3S8700W38S	alcpl	prerequisite
lightcast.KS127LW76MZXFHNR843M	alcpl.data_mining.Data_mining	alcpl	prerequisite
mooccubex.math.贝叶斯公式	lightcast.KS120Y46KRD66D2SZNC6	alcpl	prerequisite
lightcast.KS127LW76MZXFHNR843M	lightcast.KS440496S93W08L0KL4Y	alcpl	prerequisite
alcpl.data_mining.Statistical_population	lightcast.KS441KG6TB7QSK6Q7FVH	alcpl	prerequisite
lightcast.KS120HN74DS7P7PZF5YG	alcpl.data_mining.Data_mining	alcpl	prerequisite
alcpl.data_mining.Statistical_population	alcpl.data_mining.Data_mining	alcpl	prerequisite
alcpl.data_mining.Correlation_and_dependence	lightcast.KS120HN74DS7P7PZF5YG	alcpl	prerequisite
lightcast.KS127LW76MZXFHNR843M	alcpl.data_mining.Multiclass_classification	alcpl	prerequisite
lightcast.KS1261Z68KSKR1X31KS3	lightcast.KS1285Z663564K2GB93Y	alcpl	prerequisite
mooccubex.psy.样本	alcpl.data_mining.F1_score	alcpl	prerequisite
mooccubex.math.零假设	alcpl.data_mining.Data_mining	alcpl	prerequisite
lightcast.KS127LW76MZXFHNR843M	metacademy.backpropagation	alcpl	prerequisite
alcpl.data_mining.Quartile	alcpl.data_mining.Interquartile_range	alcpl	prerequisite
opensalt.S.DA	lightcast.KS120HN74DS7P7PZF5YG	alcpl	prerequisite
lightcast.KS1261Z68KSKR1X31KS3	lightcast.KS120Y46KRD66D2SZNC6	alcpl	prerequisite
alcpl.data_mining.Correlation_and_dependence	lightcast.KS126MC74DDPFPRS09SS	alcpl	prerequisite
metacademy.precision_recall	alcpl.data_mining.F1_score	alcpl	prerequisite
assistments.13	alcpl.data_mining.Central_tendency	alcpl	prerequisite
lightcast.KS124X068YJ0G5QD5LSZ	alcpl.data_mining.F1_score	alcpl	prerequisite
metacademy.decision_trees	lightcast.KS1285Z663564K2GB93Y	alcpl	prerequisite
alcpl.data_mining.Correlation_and_dependence	alcpl.data_mining.K-medoids	alcpl	prerequisite
lightcast.KS127LW76MZXFHNR843M	lightcast.KS120Y46KRD66D2SZNC6	alcpl	prerequisite
mooccubex.math.算术平均	alcpl.data_mining.Stepwise_regression	alcpl	prerequisite
alcpl.data_mining.Correlation_and_dependence	lightcast.KS124PV771999TSBBMM0	alcpl	prerequisite
alcpl.data_mining.Correlation_and_dependence	alcpl.data_mining.OPTICS_algorithm	alcpl	prerequisite
mooccubex.math.似然函数	lightcast.KS123G86X0F9M0MVCB96	alcpl	prerequisite
alcpl.data_mining.Linear_separability	lightcast.KS4413Q6MBGFCJV0LXC5	alcpl	prerequisite
mooccubex.math.算术平均	alcpl.data_mining.Correlation_and_dependence	alcpl	prerequisite
metacademy.decision_trees	alcpl.data_mining.Decision_tree_model	alcpl	prerequisite
lightcast.KS1261Z68KSKR1X31KS3	metacademy.bayesian_networks	alcpl	prerequisite
lightcast.KS120PY72N214QHMLQPR	alcpl.data_mining.Data_mining	alcpl	prerequisite
mooccubex.math.算术平均	lightcast.KS440TX60M30B0XS9R7N	alcpl	prerequisite
lightcast.KS1261Z68KSKR1X31KS3	lightcast.KS120NN6SBW45D10MY36	alcpl	prerequisite
csp.AFDA.6.a	alcpl.data_mining.Apriori_algorithm	alcpl	prerequisite
mooccubex.math.算术平均	alcpl.data_mining.Clustering_high-dimensional_data	alcpl	prerequisite
csp.CSRB.Y1.11.3.c	lightcast.KS120HN74DS7P7PZF5YG	alcpl	prerequisite
mooccubex.math.算术平均	lightcast.KS126MC74DDPFPRS09SS	alcpl	prerequisite
assistments.14	alcpl.data_mining.Central_tendency	alcpl	prerequisite
alcpl.data_mining.Type_I_and_type_II_errors	alcpl.data_mining.F1_score	alcpl	prerequisite
opensalt.S.DA	alcpl.data_mining.Single-linkage_clustering	alcpl	prerequisite
mooccubex.math.算术平均	metacademy.linear_regression	alcpl	prerequisite
alcpl.data_mining.Central_tendency	alcpl.data_mining.Level_of_measurement	alcpl	prerequisite
lightcast.KSEORFQZS47N2SVTRSI6	lightcast.KS124X068YJ0G5QD5LSZ	alcpl	prerequisite
lightcast.KS1261Z68KSKR1X31KS3	metacademy.random_forests	alcpl	prerequisite
metacademy.decision_trees	metacademy.random_forests	alcpl	prerequisite
csp.AFDA.6.a	mooccubex.math.似然函数	alcpl	prerequisite
lightcast.KS1254K62MTNV5G4P1J0	metacademy.precision_recall	alcpl	prerequisite
alcpl.data_mining.Ensemble_learning	metacademy.random_forests	alcpl	prerequisite
lightcast.KS120NN6SBW45D10MY36	metacademy.backpropagation	alcpl	prerequisite
lightcast.KS123G86X0F9M0MVCB96	metacademy.bayesian_networks	alcpl	prerequisite
lightcast.KSEORFQZS47N2SVTRSI6	alcpl.data_mining.Correlation_and_dependence	alcpl	prerequisite
csp.AFDA.6.a	metacademy.bayesian_networks	alcpl	prerequisite
alcpl.data_mining.Correlation_and_dependence	metacademy.pca_proof	alcpl	prerequisite
opensalt.S.DA	alcpl.data_mining.Biclustering	alcpl	prerequisite
lightcast.KS126SS5YDNKPGB51LY1	metacademy.linear_regression	alcpl	prerequisite
lightcast.KSX8XEUJP0WPFTO8V53Q	metacademy.random_forests	alcpl	prerequisite
opensalt.S.DA	alcpl.data_mining.Data_mining	alcpl	prerequisite
alcpl.geometry.Line_segment	assistments.24	alcpl	prerequisite
alcpl.geometry.Point_(geometry)	alcpl.geometry.Bisection	alcpl	prerequisite
csp.4.1.e.a	alcpl.geometry.Cartesian_coordinate_system	alcpl	prerequisite
csp.2M.5.8	alcpl.geometry.Arc_(geometry)	alcpl	prerequisite
csp.4.1.e.a	alcpl.precalculus.Edge	alcpl	prerequisite
alcpl.geometry.Point_(geometry)	alcpl.geometry.Diameter	alcpl	prerequisite
alcpl.precalculus.Edge	csp.12.h	alcpl	prerequisite
alcpl.geometry.Line_segment	alcpl.geometry.Polygon	alcpl	prerequisite
csp.G	csp.3.LP3.1.1	alcpl	prerequisite
alcpl.geometry.Point_(geometry)	csp.3.LP3.1.1	alcpl	prerequisite
csp.G	alcpl.geometry.Grade_(slope)	alcpl	prerequisite
csp.4.1.e.a	alcpl.geometry.Grade_(slope)	alcpl	prerequisite
alcpl.geometry.Line_segment	csp.12.h	alcpl	prerequisite
csp.BC.C.15	alcpl.geometry.Isosceles_triangle	alcpl	prerequisite
alcpl.geometry.Polygon	csp.12.h	alcpl	prerequisite
csp.4.1.e.a	alcpl.geometry.Rhombus	alcpl	prerequisite
opensalt.4.ANG	csp.PC.A.2.3a	alcpl	prerequisite
csp.G3.3	alcpl.geometry.Reflection_symmetry	alcpl	prerequisite
assistments.343	alcpl.geometry.Bisection	alcpl	prerequisite
csp.G	assistments.292	alcpl	prerequisite
csp.4.1.e.a	alcpl.geometry.Parallel_(geometry)	alcpl	prerequisite
alcpl.geometry.Right_angle	khan.pythagorean_theorem_2	alcpl	prerequisite
csp.BC.C.15	khan.pythagorean_theorem_2	alcpl	prerequisite
csp.A1.3	alcpl.geometry.Pythagorean_triple	alcpl	prerequisite
alcpl.geometry.Two-dimensional_space	lightcast.KS122D7661N3N67Q6VBW	alcpl	prerequisite
alcpl.geometry.Right_triangle	alcpl.geometry.Pythagorean_triple	alcpl	prerequisite
csp.G	alcpl.geometry.Line_segment	alcpl	prerequisite
csp.4.1.e.a	alcpl.geometry.Kite_(geometry)	alcpl	prerequisite
alcpl.geometry.Line_segment	csp.5.8.y	alcpl	prerequisite
alcpl.geometry.Line_segment	csp.G.T.1.f	alcpl	prerequisite
alcpl.geometry.Plane_(geometry)	alcpl.geometry.Two-dimensional_space	alcpl	prerequisite
alcpl.geometry.Line_segment	mooccubex.math.七边形	alcpl	prerequisite
opensalt.4.ANG	alcpl.geometry.Exterior_angle_theorem	alcpl	prerequisite
opensalt.4.ANG	alcpl.geometry.Dodecagon	alcpl	prerequisite
csp.G	alcpl.geometry.Secant_line	alcpl	prerequisite
csp.3.LP3.1.1	alcpl.geometry.Rhombus	alcpl	prerequisite
csp.G	lightcast.KS122D7661N3N67Q6VBW	alcpl	prerequisite
opensalt.4.ANG	alcpl.geometry.Right_angle	alcpl	prerequisite
csp.4.1.e.a	alcpl.geometry.Diameter	alcpl	prerequisite
alcpl.geometry.Point_(geometry)	alcpl.geometry.Right_triangle	alcpl	prerequisite
csp.G	mooccubex.math.七边形	alcpl	prerequisite
assistments.80	alcpl.geometry.Scaling_(geometry)	alcpl	prerequisite
alcpl.precalculus.Edge	alcpl.geometry.Dodecagon	alcpl	prerequisite
alcpl.precalculus.Edge	alcpl.geometry.Isosceles_triangle	alcpl	prerequisite
alcpl.geometry.Line_segment	alcpl.geometry.Hendecagon	alcpl	prerequisite
alcpl.precalculus.Edge	mooccubex.math.多面体	alcpl	prerequisite
opensalt.4.ANG	alcpl.geometry.Sine	alcpl	prerequisite
lightcast.KS122D7661N3N67Q6VBW	alcpl.geometry.Cartesian_coordinate_system	alcpl	prerequisite
opensalt.4.ANG	alcpl.geometry.Kite_(geometry)	alcpl	prerequisite
alcpl.geometry.Perpendicular	alcpl.geometry.Cartesian_coordinate_system	alcpl	prerequisite
alcpl.geometry.Polygon	alcpl.geometry.Pentagon	alcpl	prerequisite
alcpl.geometry.Line_segment	alcpl.geometry.Internal_and_external_angle	alcpl	prerequisite
opensalt.4.ANG	assistments.24	alcpl	prerequisite
csp.G	csp.12.h	alcpl	prerequisite
alcpl.geometry.Plane_(geometry)	lightcast.KS122D7661N3N67Q6VBW	alcpl	prerequisite
alcpl.precalculus.Edge	alcpl.geometry.Parallelogram	alcpl	prerequisite
alcpl.geometry.Line_segment	alcpl.geometry.Exterior_angle_theorem	alcpl	prerequisite
alcpl.precalculus.Edge	alcpl.geometry.Pentagon	alcpl	prerequisite
opensalt.4.ANG	alcpl.geometry.Perpendicular	alcpl	prerequisite
alcpl.geometry.Symmetry	alcpl.geometry.Reflection_symmetry	alcpl	prerequisite
alcpl.geometry.Point_(geometry)	alcpl.geometry.Rectangle	alcpl	prerequisite
alcpl.geometry.Polygon	opensalt.MCF3M-C	alcpl	prerequisite
alcpl.geometry.Symmetry	alcpl.geometry.Rotational_symmetry	alcpl	prerequisite
alcpl.precalculus.Edge	alcpl.geometry.Rhombus	alcpl	prerequisite
alcpl.geometry.Symmetry	csp.G3.1	alcpl	prerequisite
alcpl.geometry.Polygon	alcpl.geometry.Right_triangle	alcpl	prerequisite
csp.4.1.e.a	alcpl.geometry.Reflection_symmetry	alcpl	prerequisite
csp.G	alcpl.geometry.Cone	alcpl	prerequisite
alcpl.geometry.Line_segment	csp.2M.5.7	alcpl	prerequisite
alcpl.geometry.Line_segment	alcpl.geometry.Pythagorean_triple	alcpl	prerequisite
