id	ext_ids	ext_urls	label	description	tags	source	grade_start	grade_end
mooccubex.psy.社会压力	社会压力;lcsh.sh85123987;lcsh.sh88002571	http://id.loc.gov/authorities/subjects/sh85123987;http://id.loc.gov/authorities/subjects/sh88002571	social pressure	Pressure, Social	psychology;lcsh	mooccubex	0.0	0.0
mooccubex.psy.刺激控制	刺激控制;lcsh.sh85128153	http://id.loc.gov/authorities/subjects/sh85128153	stimulus control		psychology	mooccubex	6.0	8.0
mooccubex.psy.抽象	抽象;wikidata.Q673661;wikidata.Q224055;wikidata.Q4669982;wikidata.Q8184400;wikidata.Q3150886;lightcast.KS120377169JZ6CD0ZW0;KS120377169JZ6CD0ZW0;opensalt.7d0afe72-f4db-11e9-afd6-81165466ea0c;opensalt.CC1;opensalt.2649fc58-46cc-11ea-92b4-bf486623971c;opensalt.K-2.CT.a;opensalt.def5d280-478b-11ea-bb95-a3f4d481abd9;opensalt.3-5.CT.a;opensalt.8ca646d2-47b7-11ea-8fe8-ad6b2c127e4a;opensalt.6-8.CT.a;opensalt.dfd794c4-487e-11ea-b5bc-b3303d518e5e;opensalt.9-12.CT.a;lcsh.sh85000258;dbpedia.Abstraction;wd.Q673661;wd.Q4669982;wd.Q8184400;wd.Q3150886;lcsh.sh99003797	https://www.wikidata.org/wiki/Q673661;https://www.wikidata.org/wiki/Q224055;https://www.wikidata.org/wiki/Q4669982;https://www.wikidata.org/wiki/Q8184400;https://www.wikidata.org/wiki/Q3150886;https://skills.emsidata.com/skills/KS120377169JZ6CD0ZW0;http://id.loc.gov/authorities/subjects/sh85000258;http://dbpedia.org/resource/Category:Abstraction;http://id.loc.gov/authorities/subjects/sh99003797	abstraction	Abstract thought	psychology;wikidata;specialized skill;crosscutting concept;pcg compendium for computer science;topic;massachusetts curriculum framework: digital literacy and computer science 2016;lcsh;dbpedia	mooccubex	0.0	12.0
mooccubex.psy.药物成瘾	药物成瘾;lcsh.sh85089810	http://id.loc.gov/authorities/subjects/sh85089810	drug addiction	Drug dependence; Drug habit; Narcotics addiction; Drug dependency; Narcotic addiction; Narcotic habit; Addiction to drugs	psychology;lcsh	mooccubex	13	16
mooccubex.psy.暗示训练	暗示训练;lcsh.sh85129734	http://id.loc.gov/authorities/subjects/sh85129734	suggestion training		psychology	mooccubex	0.0	2.0
mooccubex.psy.方向错觉	方向错觉;lcsh.sh2006008124	http://id.loc.gov/authorities/subjects/sh2006008124	directional illusion		psychology	mooccubex	7.0	12.0
mooccubex.psy.创伤	创伤;wikidata.Q117134054;opensalt.2f7072f6-f7f6-11e8-bf2c-0242ac190005;opensalt.NCCTE.IP22.02.00;wd.Q117134054;lcsh.sh85137141	https://www.wikidata.org/wiki/Q117134054;http://id.loc.gov/authorities/subjects/sh85137141	trauma		psychology;wikidata;north carolina cte after fall 2018 19 updates	mooccubex	9.0	12.0
mooccubex.psy.肌肉放松	肌肉放松;lcsh.sh2009007875	http://id.loc.gov/authorities/subjects/sh2009007875	muscle relaxation		psychology	mooccubex	13	16
mooccubex.psy.特质焦虑	特质焦虑;lcsh.sh98002756	http://id.loc.gov/authorities/subjects/sh98002756	trait anxiety		psychology	mooccubex	0.0	12.0
mooccubex.psy.实验设计	实验设计;lightcast.KS122VN73RX0QR6GMDHV;KS122VN73RX0QR6GMDHV;opensalt.bcdf050e-f2e5-11ea-9f9f-0242ac140002;lcsh.sh85046441;dbpedia.Experimental_design;dbpedia.Design_of_experiments	https://skills.emsidata.com/skills/KS122VN73RX0QR6GMDHV;http://id.loc.gov/authorities/subjects/sh85046441;http://dbpedia.org/resource/Category:Experimental_design;http://dbpedia.org/resource/Category:Design_of_experiments	experimental design	Statistical design; Design of experiments	psychology;specialized skill;strand;indiana academic for mathematics;lcsh;art;dbpedia	mooccubex	9.0	12.0
mooccubex.psy.驾驶技术	驾驶技术;dbpedia.Driving_techniques	http://dbpedia.org/resource/Category:Driving_techniques	driving skill		psychology	mooccubex	3.0	5.0
mooccubex.psy.定向反应	定向反应;lcsh.sh85095640	http://id.loc.gov/authorities/subjects/sh85095640	orienting response		psychology	mooccubex	13	16
mooccubex.psy.听众	听众;wikidata.Q211198;opensalt.5afc6526-51dd-11ec-a6a6-0242ac140003;opensalt.ETS-L.W2.c;opensalt.0907cbc2-51e0-11ec-9ec0-0242ac140003;opensalt.ETS-C.A2;lcsh.sh85009454;wd.Q211198;lcsh.sh85134569	https://www.wikidata.org/wiki/Q211198;http://id.loc.gov/authorities/subjects/sh85009454;http://id.loc.gov/authorities/subjects/sh85134569	audience	Audiences, Communication; Communication audiences	psychology;wikidata;component;5002 reading and writing subtest content;topic;lcsh	mooccubex	0.0	12.0
mooccubex.psy.自我分析	自我分析;lcsh.sh94004392	http://id.loc.gov/authorities/subjects/sh94004392	self-analysis		psychology;lcsh	mooccubex	0.0	2.0
mooccubex.psy.生物性动机	生物性动机;lcsh.sh88003956	http://id.loc.gov/authorities/subjects/sh88003956	biological motivation		psychology	mooccubex	9.0	12.0
mooccubex.psy.内容心理学	内容心理学;dbpedia.Mental_content	http://dbpedia.org/resource/Category:Mental_content	mental content psychology		psychology	mooccubex	0.0	2.0
mooccubex.psy.听觉	听觉;wikidata.Q1292520;lightcast.KS120RT6C2T99H6TZXM9;KS120RT6C2T99H6TZXM9;lcsh.sh85009484;wd.Q1292520;lcsh.sh85122828	https://www.wikidata.org/wiki/Q1292520;https://skills.emsidata.com/skills/KS120RT6C2T99H6TZXM9;http://id.loc.gov/authorities/subjects/sh85009484;http://id.loc.gov/authorities/subjects/sh85122828	audition	Tryouts	psychology;wikidata;specialized skill;lcsh	mooccubex	0.0	12.0
mooccubex.psy.元认知策略	元认知策略;lcsh.sh2008005032	http://id.loc.gov/authorities/subjects/sh2008005032	metacognitive strategy		psychology	mooccubex	6.0	8.0
mooccubex.psy.病毒疫苗	病毒疫苗;lcsh.sh85143735;lcsh.sh2010117950	http://id.loc.gov/authorities/subjects/sh85143735;http://id.loc.gov/authorities/subjects/sh2010117950	viral vaccine	Virus vaccines	psychology;lcsh	mooccubex	13	16
mooccubex.psy.发展时期	发展时期;lcsh.sh00006121	http://id.loc.gov/authorities/subjects/sh00006121	developmental period		psychology	mooccubex	0.0	0.0
mooccubex.psy.相似原则	相似原则;lcsh.sh85122727	http://id.loc.gov/authorities/subjects/sh85122727	similarity principle		psychology	mooccubex	9.0	12.0
mooccubex.psy.挫折	挫折;wikidata.Q192242;lcsh.sh85052192;wd.Q192242;lcsh.sh85052193	https://www.wikidata.org/wiki/Q192242;http://id.loc.gov/authorities/subjects/sh85052192;http://id.loc.gov/authorities/subjects/sh85052193	frustration	Futility	psychology;wikidata;lcsh	mooccubex	13	16
mooccubex.psy.时间估计	时间估计;lightcast.KS3GMCF0IO3L0T0X2JRE;KS3GMCF0IO3L0T0X2JRE;lcsh.sh85135420	https://skills.emsidata.com/skills/KS3GMCF0IO3L0T0X2JRE;http://id.loc.gov/authorities/subjects/sh85135420	time estimation		psychology;specialized skill	mooccubex	4.0	4.0
mooccubex.psy.线索	线索;dbpedia.Cue_sports	http://dbpedia.org/resource/Category:Cue_sports	cue		psychology	mooccubex	13	16
mooccubex.psy.情感模式	情感模式		affective pattern		psychology	mooccubex	6.0	8.0
mooccubex.psy.社会刻板印象	社会刻板印象;dbpedia.Social_stereotypes;lcsh.sh2008111588	http://dbpedia.org/resource/Category:Social_stereotypes;http://id.loc.gov/authorities/subjects/sh2008111588	social stereotype		psychology;dbpedia	mooccubex	9.0	12.0
mooccubex.psy.情绪调节	情绪调节;lcsh.sh85042815	http://id.loc.gov/authorities/subjects/sh85042815	emotion regulation		psychology	mooccubex	6.0	8.0
mooccubex.psy.治疗师	治疗师;mooccubex.psy.治疗者;治疗者;wikidata.Q2419397;wd.Q2419397;lcsh.sh85134732	https://www.wikidata.org/wiki/Q2419397;http://id.loc.gov/authorities/subjects/sh85134732	therapist		psychology;wikidata	mooccubex	9.0	12.0
mooccubex.psy.分辨	分辨;wikidata.Q169207;wikidata.Q69942272;lcsh.sh85038376;dbpedia.Discrimination;wd.Q69942272;lcsh.sh85110237	https://www.wikidata.org/wiki/Q169207;https://www.wikidata.org/wiki/Q69942272;http://id.loc.gov/authorities/subjects/sh85038376;http://dbpedia.org/resource/Category:Discrimination;http://id.loc.gov/authorities/subjects/sh85110237	Discrimination	Bias	psychology;wikidata;lcsh;dbpedia	mooccubex	3.0	8.0
mooccubex.psy.从众行为	从众行为;lcsh.sh99005318	http://id.loc.gov/authorities/subjects/sh99005318	Conformity behavior		psychology	mooccubex	13	16
mooccubex.psy.讨好	讨好;lcsh.sh85066356	http://id.loc.gov/authorities/subjects/sh85066356	Ingratiation		psychology	mooccubex	3.0	12.0
mooccubex.psy.群体行为	群体行为		Group behavior		psychology	mooccubex	3.0	12.0
mooccubex.psy.负面情感	负面情感		Negative affect		psychology	mooccubex	3.0	8.0
mooccubex.psy.家庭园艺	家庭园艺;lcsh.sh2005000092	http://id.loc.gov/authorities/subjects/sh2005000092	Home gardening		psychology	mooccubex	3.0	5.0
mooccubex.psy.归因	归因;wikidata.Q900584;wikidata.Q2132119;lcsh.sh85009422;lcsh.sh2002006112;wd.Q900584;dbpedia.Source_attribution	https://www.wikidata.org/wiki/Q900584;https://www.wikidata.org/wiki/Q2132119;http://id.loc.gov/authorities/subjects/sh85009422;http://id.loc.gov/authorities/subjects/sh2002006112;http://dbpedia.org/resource/Category:Source_attribution	Attribution		psychology;wikidata;lcsh	mooccubex	0.0	12.0
mooccubex.psy.黑林错觉	黑林错觉		Hering illusion		psychology	mooccubex	13	16
mooccubex.psy.购买行为	购买行为;lcsh.sh85123577	http://id.loc.gov/authorities/subjects/sh85123577	Purchasing behavior		psychology	mooccubex	7.0	9.0
mooccubex.psy.认知评价	认知评价		Cognitive appraisal		psychology	mooccubex	6.0	8.0
mooccubex.psy.学习活动	学习活动;wikidata.Q98034006;wd.Q98034006;lcsh.sh2001009044	https://www.wikidata.org/wiki/Q98034006;http://id.loc.gov/authorities/subjects/sh2001009044	Learning activity		psychology;wikidata	mooccubex	0.0	2.0
mooccubex.psy.鸡尾酒疗法	鸡尾酒疗法		Cocktail therapy		psychology	mooccubex	13	16
mooccubex.psy.学前期	学前期;lcsh.sh98004515	http://id.loc.gov/authorities/subjects/sh98004515	Preschool period		psychology	mooccubex	0.0	0.0
mooccubex.psy.同化	同化;wikidata.Q741773;wikidata.Q736228;lcsh.sh85008792;lcsh.sh85008793;dbpedia.Assimilation_(linguistics);wd.Q736228;lcsh.sh2009116073	https://www.wikidata.org/wiki/Q741773;https://www.wikidata.org/wiki/Q736228;http://id.loc.gov/authorities/subjects/sh85008792;http://id.loc.gov/authorities/subjects/sh85008793;http://dbpedia.org/resource/Category:Assimilation_(linguistics);http://id.loc.gov/authorities/subjects/sh2009116073	Assimilation	Cultural assimilation	psychology;wikidata;lcsh;dbpedia	mooccubex	3.0	12.0
mooccubex.psy.替代	替代;wikidata.Q15304632;wikidata.Q28458126;lcsh.sh85129546;lcsh.sh85129547;lcsh.sh85129548;lcsh.sh85129549;lcsh.sh2001009064;dbpedia.Substitution_(logic);wd.Q15304632;dbpedia.Chord_substitution	https://www.wikidata.org/wiki/Q15304632;https://www.wikidata.org/wiki/Q28458126;http://id.loc.gov/authorities/subjects/sh85129546;http://id.loc.gov/authorities/subjects/sh85129547;http://id.loc.gov/authorities/subjects/sh85129548;http://id.loc.gov/authorities/subjects/sh85129549;http://id.loc.gov/authorities/subjects/sh2001009064;http://dbpedia.org/resource/Category:Substitution_(logic);http://dbpedia.org/resource/Category:Chord_substitution	Substitution	Substitute response	psychology;wikidata;lcsh;dbpedia	mooccubex	7.0	9.0
mooccubex.psy.学习过程	学习过程;wikidata.Q118279347;wd.Q118279347;dbpedia.Applied_learning	https://www.wikidata.org/wiki/Q118279347;http://dbpedia.org/resource/Category:Applied_learning	Learning process		psychology;wikidata	mooccubex	6.0	8.0
mooccubex.psy.心理支持	心理支持;lcsh.sh94002308	http://id.loc.gov/authorities/subjects/sh94002308	Psychological support		psychology	mooccubex	3.0	5.0
mooccubex.psy.生活空间	生活空间;dbpedia.Life_in_space	http://dbpedia.org/resource/Category:Life_in_space	Life space		psychology	mooccubex	0.0	12.0
mooccubex.psy.释梦	释梦;wikidata.Q867634;lcsh.sh92004927;wd.Q867634;lcsh.sh2009123805	https://www.wikidata.org/wiki/Q867634;http://id.loc.gov/authorities/subjects/sh92004927;http://id.loc.gov/authorities/subjects/sh2009123805	Dream interpretation	Analysis, Dream; Interpretation, Dream; Dream analysis; Dreams--Interpretation	psychology;wikidata;lcsh	mooccubex	9.0	12.0
mooccubex.psy.学习方法	学习方法;dbpedia.Learning_methods;lcsh.sh2011005586	http://dbpedia.org/resource/Category:Learning_methods;http://id.loc.gov/authorities/subjects/sh2011005586	Learning method		psychology;dbpedia	mooccubex	6.0	8.0
mooccubex.psy.一般准则	一般准则;dbpedia.Mathematical_principles	http://dbpedia.org/resource/Category:Mathematical_principles	General principles		psychology	mooccubex	0.0	12.0
mooccubex.psy.理解	理解;wikidata.Q115804778;opensalt.bce626ae-f2e5-11ea-9f9f-0242ac140002;opensalt.SL.3;opensalt.bce6f42d-f2e5-11ea-9f9f-0242ac140002;opensalt.bce7a6fb-f2e5-11ea-9f9f-0242ac140002;opensalt.bce891a8-f2e5-11ea-9f9f-0242ac140002;opensalt.bce9a9ad-f2e5-11ea-9f9f-0242ac140002;opensalt.bceadde6-f2e5-11ea-9f9f-0242ac140002;opensalt.bcec4d7a-f2e5-11ea-9f9f-0242ac140002;opensalt.bcecc1e8-f2e5-11ea-9f9f-0242ac140002;opensalt.bced3f2f-f2e5-11ea-9f9f-0242ac140002;opensalt.bcedbde1-f2e5-11ea-9f9f-0242ac140002;opensalt.bceeda8e-f2e5-11ea-9f9f-0242ac140002;opensalt.bcf50264-f2e5-11ea-9f9f-0242ac140002;opensalt.JSL.3;opensalt.bcf59e92-f2e5-11ea-9f9f-0242ac140002;opensalt.MSL.3;lcsh.sh85029421;lcsh.sh85029423;wd.Q115804778;lcsh.sh85029422	https://www.wikidata.org/wiki/Q115804778;http://id.loc.gov/authorities/subjects/sh85029421;http://id.loc.gov/authorities/subjects/sh85029423;http://id.loc.gov/authorities/subjects/sh85029422	Comprehension	Understanding	psychology;wikidata;cluster;indiana academic for english/language arts;lcsh	mooccubex	0.0	12.0
mooccubex.psy.人际影响	人际影响;lcsh.sh85067484	http://id.loc.gov/authorities/subjects/sh85067484	Interpersonal influence		psychology	mooccubex	3.0	5.0
mooccubex.psy.模仿	模仿;wikidata.Q1049742;lcsh.sh85064501;wd.Q1049742;lcsh.sh85064502	https://www.wikidata.org/wiki/Q1049742;http://id.loc.gov/authorities/subjects/sh85064501;http://id.loc.gov/authorities/subjects/sh85064502	Imitation	Mimicry	psychology;wikidata;lcsh	mooccubex	13	16
mooccubex.psy.剥夺	剥夺;wikidata.Q1191925;lcsh.sh85037060;wd.Q1191925;lcsh.sh91004289	https://www.wikidata.org/wiki/Q1191925;http://id.loc.gov/authorities/subjects/sh85037060;http://id.loc.gov/authorities/subjects/sh91004289	Deprivation		psychology;wikidata;lcsh	mooccubex	13	16
mooccubex.psy.脊髓病变	脊髓病变;lcsh.sh85126666;lcsh.sh85126667	http://id.loc.gov/authorities/subjects/sh85126666;http://id.loc.gov/authorities/subjects/sh85126667	Spinal cord lesion		psychology	mooccubex	13	16
mooccubex.psy.心理能量	心理能量		Psychological energy		psychology	mooccubex	0.0	12.0
mooccubex.psy.换位思考	换位思考;wikidata.Q18387795;wd.Q18387795;dbpedia.Perspective_projection	https://www.wikidata.org/wiki/Q18387795;http://dbpedia.org/resource/Category:Perspective_projection	perspective-taking		psychology;wikidata	mooccubex	9.0	12.0
mooccubex.psy.心理咨询室	心理咨询室;dbpedia.Counseling_organizations	http://dbpedia.org/resource/Category:Counseling_organizations	counseling center		psychology	mooccubex	13	16
mooccubex.psy.分析	分析;wikidata.Q217602;opensalt.aeaedd36-e398-11ed-b991-0242ac1d0003;opensalt.7ee1a53a-e39c-11ed-809a-0242ac1d0003;lcsh.sh85004780;dbpedia.Analysis;lcsh.sh2002006221;wd.Q217602	https://www.wikidata.org/wiki/Q217602;http://id.loc.gov/authorities/subjects/sh85004780;http://dbpedia.org/resource/Category:Analysis;http://id.loc.gov/authorities/subjects/sh2002006221	analysis	Analysis, Philosophical; Analysis, Logical; Logical analysis; Analytical philosophy; Analytic philosophy; Analysis, Linguistic (Philosophy); Linguistic analysis (Philosophy); Philosophy, Analytical; Philosophical analysis	psychology;wikidata;topic;compendix;sa items;lcsh;dbpedia	mooccubex	0.0	12.0
mooccubex.psy.内省法	内省法;lcsh.sh94005237	http://id.loc.gov/authorities/subjects/sh94005237	introspection method		psychology	mooccubex	9.0	12.0
mooccubex.psy.自我定向	自我定向;dbpedia.One_Direction	http://dbpedia.org/resource/Category:One_Direction	self-direction		psychology	mooccubex	6.0	8.0
mooccubex.psy.产前	产前;lcsh.sh85106296	http://id.loc.gov/authorities/subjects/sh85106296	prenatal		psychology	mooccubex	0.0	0.0
mooccubex.psy.概念体系	概念体系;wikidata.Q13600188;lightcast.KS1228B60V757M0PVDJ6;KS1228B60V757M0PVDJ6;wd.Q13600188	https://www.wikidata.org/wiki/Q13600188;https://skills.emsidata.com/skills/KS1228B60V757M0PVDJ6	conceptual framework		psychology;wikidata;specialized skill	mooccubex	9.0	12.0
mooccubex.psy.介入	介入;wikidata.Q959298;wikidata.Q1168287;wikidata.Q9383871;lcsh.sh85067540;lcsh.sh85067541;lcsh.sh85067542;lcsh.sh85067543;lcsh.sh92001434;wd.Q1168287;wd.Q959298;dbpedia.Non-interventionism	https://www.wikidata.org/wiki/Q959298;https://www.wikidata.org/wiki/Q1168287;https://www.wikidata.org/wiki/Q9383871;http://id.loc.gov/authorities/subjects/sh85067540;http://id.loc.gov/authorities/subjects/sh85067541;http://id.loc.gov/authorities/subjects/sh85067542;http://id.loc.gov/authorities/subjects/sh85067543;http://id.loc.gov/authorities/subjects/sh92001434;http://dbpedia.org/resource/Category:Non-interventionism	intervention	Third parties (Civil procedure)	psychology;wikidata;lcsh;social studies	mooccubex	6.0	8.0
assistments.2	wikidata.Q5121450;csp.3F0282B19525492CAB117582453FF30F;S2726957;3F0282B19525492CAB117582453FF30F;wd.Q5121450;dbpedia.Graphs_by_radius	https://www.wikidata.org/wiki/Q5121450;http://dbpedia.org/resource/Category:Graphs_by_radius	Circle Graph		math;k-12;wikidata;archived british columbia;british columbia	assistments	7.0	7.0
assistments.4	junyi.3T5CjM/cVJ69j4JcjfIpyFR12FVoH9zN8h1GhXhBCAk=;【一般】認識折線圖與直方圖		Histogram as Table or Graph		math;k-12;junior	assistments	7.0	9.0
assistments.5	wikidata.Q35689;lcsh.sh85093208;wd.Q35689	https://www.wikidata.org/wiki/Q35689;http://id.loc.gov/authorities/subjects/sh85093208	Number Line		math;k-12;wikidata;lcsh	assistments	7.0	9.0
assistments.8	wikidata.Q1045782;lightcast.KS440B66PS40GSKJ2SLV;KS440B66PS40GSKJ2SLV;wd.Q1045782	https://www.wikidata.org/wiki/Q1045782;https://skills.emsidata.com/skills/KS440B66PS40GSKJ2SLV	Scatter Plot		math;k-12;wikidata;specialized skill	assistments	8.0	12.0
assistments.10	wikidata.Q14748;wikidata.Q496946;dbpedia.Tables;lcsh.sh85131792;lcsh.sh85131810;lcsh.sh85131813;lcsh.sh99001770;dbpedia.Tables_(landform);dbpedia.Tables_(furniture);wd.Q14748;lcsh.sh2008103080	https://www.wikidata.org/wiki/Q14748;https://www.wikidata.org/wiki/Q496946;http://dbpedia.org/resource/Category:Tables;http://id.loc.gov/authorities/subjects/sh85131792;http://id.loc.gov/authorities/subjects/sh85131810;http://id.loc.gov/authorities/subjects/sh85131813;http://id.loc.gov/authorities/subjects/sh99001770;http://dbpedia.org/resource/Category:Tables_(landform);http://dbpedia.org/resource/Category:Tables_(furniture);http://id.loc.gov/authorities/subjects/sh2008103080	Table	Eating	math;k-12;wikidata;dbpedia;lcsh	assistments	1.0	6.0
assistments.12	wikidata.Q2796622;wikidata.Q12774177;wikidata.Q112594430;junyi.JlLOrhjyKOHgQMgBDevMNpEYdnN2KuLkLOsihld3/ug=;【基礎】平均數;dbpedia.Means;lcsh.sh85082688;wd.Q2796622	https://www.wikidata.org/wiki/Q2796622;https://www.wikidata.org/wiki/Q12774177;https://www.wikidata.org/wiki/Q112594430;http://dbpedia.org/resource/Category:Means;http://id.loc.gov/authorities/subjects/sh85082688	Mean		math;k-12;wikidata;junior;dbpedia;lcsh	assistments	7.0	9.0
assistments.16	csp.TDL-MM-6.3;S21401200;EA082516F11A442687D3DFCA67961713;lcsh.sh85033451	http://id.loc.gov/authorities/subjects/sh85033451	Counting Methods		math;k-12;ctae;georgia	assistments	9.0	12.0
assistments.17			Probability of Two Distinct Events		math;k-12	assistments	7.0	9.0
assistments.18	dbpedia.Applied_probability	http://dbpedia.org/resource/Category:Applied_probability	Probability of a Single Event		math;k-12	assistments	7.0	9.0
assistments.22			Interior Angles Triangle		math;k-12	assistments	7.0	9.0
assistments.26			Angles on Parallel Lines Cut by a Transversal		math;k-12	assistments	7.0	9.0
assistments.32	dbpedia.3D_graphics_models	http://dbpedia.org/resource/Category:3D_graphics_models	Nets of 3D Figures		math;k-12	assistments	6.0	6.0
assistments.34	dbpedia.Systems_of_units	http://dbpedia.org/resource/Category:Systems_of_units	Unit Conversion Within a System		math;k-12	assistments	5.0	5.0
assistments.35			Effect of Changing Dimensions of a Shape Prportionally		math;k-12	assistments	0.0	0.0
assistments.39	lcsh.sh85006984	http://id.loc.gov/authorities/subjects/sh85006984	Area Circle		math;k-12	assistments	1.0	6.0
assistments.42			Perimeter of a Polygon		math;k-12	assistments	1.0	6.0
assistments.46			Calculations with Similar Figures		math;k-12	assistments	7.0	9.0
assistments.47			Conversion of Fraction Decimals Percents		math;k-12	assistments	1.0	6.0
assistments.49			Ordering Positive Decimals		math;k-12	assistments	1.0	6.0
assistments.51	dbpedia.Ordering	http://dbpedia.org/resource/Category:Ordering	Ordering Integers		math;k-12	assistments	6.0	6.0
assistments.54	wikidata.Q663208;lcsh.sh2010002550;wd.Q663208;lcsh.sh85115539	https://www.wikidata.org/wiki/Q663208;http://id.loc.gov/authorities/subjects/sh2010002550;http://id.loc.gov/authorities/subjects/sh85115539	Rounding		math;k-12;wikidata;lcsh	assistments	1.0	6.0
assistments.58			Addition Whole Numbers		math;k-12	assistments	1.0	6.0
assistments.61	lcsh.sh00006400	http://id.loc.gov/authorities/subjects/sh00006400	Division Fractions		math;k-12	assistments	7.0	9.0
assistments.64			Fraction Of		math;k-12	assistments	5.0	5.0
assistments.67			Multiplication Fractions		math;k-12	assistments	7.0	9.0
assistments.69	lcsh.sh85029480	http://id.loc.gov/authorities/subjects/sh85029480	Multiplication Whole Numbers		math;k-12	assistments	1.0	6.0
assistments.74			Subtraction Whole Numbers		math;k-12	assistments	7.0	9.0
assistments.92			Pattern Finding		math;k-12	assistments	0.0	12.0
assistments.110	dbpedia.Probability_interpretations	http://dbpedia.org/resource/Category:Probability_interpretations	D.4.8-understanding-concept-of-probabilities		math;k-12	assistments	7.0	9.0
assistments.165			Algebraic Simplification		math;k-12	assistments	1.0	6.0
assistments.166	lcsh.sh85044517	http://id.loc.gov/authorities/subjects/sh85044517	Algebraic Solving		math;k-12	assistments	6.0	8.0
assistments.203			Percent Discount		math;k-12	assistments	1.0	6.0
assistments.276	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Multiplication and Division Positive Decimals		math;k-12	assistments	1.0	6.0
assistments.277			Addition and Subtraction Integers		math;k-12	assistments	7.0	9.0
assistments.278	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Addition and Subtraction Positive Decimals		math;k-12	assistments	1.0	6.0
assistments.279	lcsh.sh85093212	http://id.loc.gov/authorities/subjects/sh85093212	Multiplication and Division Integers		math;k-12	assistments	7.0	9.0
assistments.280			Addition and Subtraction Fractions		math;k-12	assistments	7.0	9.0
assistments.296	lcsh.sh85006984	http://id.loc.gov/authorities/subjects/sh85006984	Area Rectangle		math;k-12	assistments	1.0	6.0
assistments.297	lcsh.sh85137114	http://id.loc.gov/authorities/subjects/sh85137114	Area Trapezoid		math;k-12	assistments	1.0	6.0
assistments.298			Area Triangle		math;k-12	assistments	1.0	6.0
assistments.301			Surface Area Rectangular Prism		math;k-12	assistments	1.0	6.0
assistments.307			Volume Rectangular Prism		math;k-12	assistments	6.0	6.0
assistments.309			Order of Operations +,-,/,* () positive reals		math;k-12	assistments	7.0	9.0
assistments.310	dbpedia.Orders_of_precedence	http://dbpedia.org/resource/Category:Orders_of_precedence	Order of Operations All		math;k-12	assistments	7.0	9.0
assistments.311			Equation Solving Two or Fewer Steps		math;k-12	assistments	7.0	9.0
assistments.312			Equation Solving More Than Two Steps		math;k-12	assistments	7.0	9.0
assistments.321	csp.107032D73AD4474885087039EFF8485C;S2533997;107032D73AD4474885087039EFF8485C		Computation with Real Numbers		math;k-12;college and career readiness;texas	assistments	9.0	12.0
assistments.322			Write Linear Equation from Ordered Pairs		math;k-12	assistments	9.0	12.0
assistments.323			Write Linear Equation from Situation		math;k-12	assistments	7.0	9.0
assistments.325			Write Linear Equation from Graph		math;k-12	assistments	7.0	9.0
assistments.334			Finding Slope from Ordered Pairs		math;k-12	assistments	8.0	8.0
assistments.346			Polynomial Factors		math;k-12	assistments	9.0	12.0
assistments.348			Recognize Quadratic Pattern		math;k-12	assistments	7.0	9.0
assistments.350			Solving Systems of Linear Equations		math;k-12	assistments	9.0	12.0
assistments.356	lcsh.sh85044517	http://id.loc.gov/authorities/subjects/sh85044517	Quadratic Formula to Solve Quadratic Equation		math;k-12	assistments	7.0	9.0
assistments.362			Parts of a Polyomial, Terms, Coefficient, Monomial, Exponent, Variable		math;k-12	assistments	7.0	9.0
assistments.365			Interpreting Coordinate Graphs		math;k-12	assistments	1.0	6.0
assistments.368			Solving for a variable		math;k-12	assistments	8.0	12.0
assistments.371			Simplifying Expressions positive exponents		math;k-12	assistments	8.0	12.0
assistments.375	lcsh.sh94009499	http://id.loc.gov/authorities/subjects/sh94009499	Solving Inequalities		math;k-12	assistments	9.0	12.0
junyi.odIwFdIiecFwVUAEEV40K3MSuCSlIZkbq92Zp9tkZq8=	【基礎】怎樣解題：數量關係;junyi.yHgHyIJ05U7s8Ak1XnUHY08MP++zF14JXnyie5AL5s0=;【進階】怎樣解題：數量關係;junyi.CspTRnYx/rdKxnW0RuyjMXwx1vrcR55tQZDzjzV5mRc=;【一般】怎樣解題：數量關係;lcsh.sh2010108504	http://id.loc.gov/authorities/subjects/sh2010108504	Problem-Solving Strategies: Quantitative Relationships		math;elementary	junyi	1.0	6.0
junyi.dfeeBaa8zDhWS6nu7zeXKwLyi4zqEajI3tJM9/fSBPM=	【基礎】和差問題 1		Sum and Difference Problems 1		math;elementary	junyi	1.0	6.0
junyi.C2AT0OBTUn+PRxEVd39enhW/DJtka1Tk90DUAR6yVdA=	【基礎】雞兔問題 1;lcsh.sh85110203	http://id.loc.gov/authorities/subjects/sh85110203	Chickens and Rabbits Problems 1		math;elementary	junyi	1.0	6.0
junyi.jZvYpEa6VB/WrlKKmQHnfbv/xJ4OypBzq0epVcn500Q=	【基礎】年齡問題 1;dbpedia.Age_error	http://dbpedia.org/resource/Category:Age_error	Age Problems 1		math;elementary	junyi	1.0	6.0
junyi.M+UxJPgRIW57a0YS3eik8A9YDj+AwaMpTa5yWYn/kAw=	【基礎】追趕問題;lcsh.sh85137954	http://id.loc.gov/authorities/subjects/sh85137954	Pursuit Problems		math;elementary	junyi	1.0	6.0
